ID	ProteinID	Function 	Localization
688	P23246	DNA- and RNA binding protein, involved in several nuclear processes. Essential pre-mRNA splicing factor required early in spliceosome formation and for splicing catalytic step II, probably as a heteromer with NONO. Binds to pre-mRNA in spliceosome C complex, and specifically binds to intronic polypyrimidine tracts. Involved in regulation of signal-induced alternative splicing. During splicing of PTPRC/CD45, a phosphorylated form is sequestered by THRAP3 from the pre-mRNA in resting T-cells; T-cell activation and subsequent reduced phosphorylation is proposed to lead to release from THRAP3 allowing binding to pre-mRNA splicing regulatotry elements which represses exon inclusion. Interacts with U5 snRNA, probably by binding to a purine-rich sequence located on the 3' side of U5 snRNA stem 1b. May be involved in a pre-mRNA coupled splicing and polyadenylation process as component of a snRNP-free complex with SNRPA/U1A. The SFPQ-NONO heteromer associated with MATR3 may play a role in nuclear retention of defective RNAs. SFPQ may be involved in homologous DNA pairing; in vitro, promotes the invasion of ssDNA between a duplex DNA and produces a D-loop formation. The SFPQ-NONO heteromer may be involved in DNA unwinding by modulating the function of topoisomerase I/TOP1; in vitro, stimulates dissociation of TOP1 from DNA after cleavage and enhances its jumping between separate DNA helices. The SFPQ-NONO heteromer binds DNA (PubMed:25765647). The SFPQ-NONO heteromer may be involved in DNA non-homologous end joining (NHEJ) required for double-strand break repair and V(D)J recombination and may stabilize paired DNA ends; in vitro, the complex strongly stimulates DNA end joining, binds directly to the DNA substrates and cooperates with the Ku70/G22P1-Ku80/XRCC5 (Ku) dimer to establish a functional preligation complex. SFPQ is involved in transcriptional regulation. Functions as a transcriptional activator (PubMed:25765647). Transcriptional repression is mediated by an interaction of SFPQ with SIN3A and subsequent recruitment of histone deacetylases (HDACs). The SFPQ-NONO-NR5A1 complex binds to the CYP17 promoter and regulates basal and cAMP-dependent transcriptional activity. SFPQ isoform Long binds to the DNA binding domains (DBD) of nuclear hormone receptors, like RXRA and probably THRA, and acts as a transcriptional corepressor in absence of hormone ligands. Binds the DNA sequence 5'-CTGAGTC-3' in the insulin-like growth factor response element (IGFRE) and inhibits IGF1-stimulated transcriptional activity. Regulates the circadian clock by repressing the transcriptional activator activity of the CLOCK-BMAL1 heterodimer. Required for the transcriptional repression of circadian target genes, such as PER1, mediated by the large PER complex through histone deacetylation (By similarity). Required for the assembly of nuclear speckles (PubMed:25765647). Plays a role in the regulation of DNA virus-mediated innate immune response by assembling into the HDP-RNP complex, a complex that serves as a platform for IRF3 phosphorylation and subsequent innate immune response activation through the cGAS-STING pathway (PubMed:28712728)	Nucleus speckle
689	Q96FQ6	Calcium-binding protein. Binds one calcium ion per monomer (PubMed:17030513). Can promote differentiation of adipocytes (in vitro) (By similarity). Overexpression in preadipocytes increases their proliferation, enhances adipogenesis and reduces insulin-stimulated glucose uptake (By similarity)	Nucleus, nucleolus
690	Q8N726	Capable of inducing cell cycle arrest in G1 and G2 phases. Acts as a tumor suppressor. Binds to MDM2 and blocks its nucleocytoplasmic shuttling by sequestering it in the nucleolus. This inhibits the oncogenic action of MDM2 by blocking MDM2-induced degradation of p53 and enhancing p53-dependent transactivation and apoptosis. Also induces G2 arrest and apoptosis in a p53-independent manner by preventing the activation of cyclin B1/CDC2 complexes. Binds to BCL6 and down-regulates BCL6-induced transcriptional repression. Binds to E2F1 and MYC and blocks their transcriptional activator activity but has no effect on MYC transcriptional repression. Binds to TOP1/TOPOI and stimulates its activity. This complex binds to rRNA gene promoters and may play a role in rRNA transcription and/or maturation. Interacts with NPM1/B23 and promotes its polyubiquitination and degradation, thus inhibiting rRNA processing. Plays a role in inhibiting ribosome biogenesis, perhaps by binding to the nucleolar localization sequence of transcription termination factor TTF1, and thereby preventing nucleolar localization of TTF1 (By similarity). Interacts with COMMD1 and promotes its 'Lys63'-linked polyubiquitination. Interacts with UBE2I/UBC9 and enhances sumoylation of a number of its binding partners including MDM2 and E2F1. Binds to HUWE1 and represses its ubiquitin ligase activity. May play a role in controlling cell proliferation and apoptosis during mammary gland development	Nucleus, nucleolus
691	Q969H6	Component of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends (PubMed:11413139, PubMed:30454648). Also a component of the MRP ribonuclease complex, which cleaves pre-rRNA sequences (PubMed:28115465)	Nucleus, nucleolus
692	P39023	Component of the large ribosomal subunit (PubMed:12962325, PubMed:23636399, PubMed:32669547, PubMed:35674491). The ribosome is a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell (PubMed:12962325, PubMed:23636399, PubMed:32669547)	Nucleus, nucleolus
693	Q14978	Nucleolar protein that acts as a regulator of RNA polymerase I by connecting RNA polymerase I with enzymes responsible for ribosomal processing and modification (PubMed:10567578, PubMed:26399832). Required for neural crest specification: following monoubiquitination by the BCR(KBTBD8) complex, associates with TCOF1 and acts as a platform to connect RNA polymerase I with enzymes responsible for ribosomal processing and modification, leading to remodel the translational program of differentiating cells in favor of neural crest specification (PubMed:26399832). Involved in nucleologenesis, possibly by playing a role in the maintenance of the fundamental structure of the fibrillar center and dense fibrillar component in the nucleolus (PubMed:9016786). It has intrinsic GTPase and ATPase activities (PubMed:9016786)	Nucleus, nucleolus
694	P19338	Nucleolin is the major nucleolar protein of growing eukaryotic cells. It is found associated with intranucleolar chromatin and pre-ribosomal particles. It induces chromatin decondensation by binding to histone H1. It is thought to play a role in pre-rRNA transcription and ribosome assembly. May play a role in the process of transcriptional elongation. Binds RNA oligonucleotides with 5'-UUAGGG-3' repeats more tightly than the telomeric single-stranded DNA 5'-TTAGGG-3' repeats	Nucleus, nucleolus
695	P52272	Pre-mRNA binding protein in vivo, binds avidly to poly(G) and poly(U) RNA homopolymers in vitro. Involved in splicing. Acts as a receptor for carcinoembryonic antigen in Kupffer cells, may initiate a series of signaling events leading to tyrosine phosphorylation of proteins and induction of IL-1 alpha, IL-6, IL-10 and tumor necrosis factor alpha cytokines	Nucleus, nucleolus
696	O76021	Regulates cellular senescence through inhibition of PTEN translation. Acts as a pro-apoptotic regulator in response to DNA damage	Nucleus, nucleolus
697	Q12906	RNA-binding protein that plays an essential role in the biogenesis of circular RNAs (circRNAs) which are produced by back-splicing circularization of pre-mRNAs. Within the nucleus, promotes circRNAs processing by stabilizing the regulatory elements residing in the flanking introns of the circularized exons. Plays thereby a role in the back-splicing of a subset of circRNAs (PubMed:28625552). As a consequence, participates in a wide range of transcriptional and post-transcriptional processes. Binds to poly-U elements and AU-rich elements (AREs) in the 3'-UTR of target mRNAs (PubMed:14731398). Upon viral infection, ILF3 accumulates in the cytoplasm and participates in the innate antiviral response (PubMed:21123651, PubMed:34110282). Mechanistically, ILF3 becomes phosphorylated and activated by the double-stranded RNA-activated protein kinase/PKR which releases ILF3 from cellular mature circRNAs. In turn, unbound ILF3 molecules are able to interact with and thus inhibit viral mRNAs (PubMed:21123651, PubMed:28625552)	Nucleus, nucleolus
698	P01106	Transcription factor that binds DNA in a non-specific manner, yet also specifically recognizes the core sequence 5'-CAC[GA]TG-3' (PubMed:24940000, PubMed:25956029). Activates the transcription of growth-related genes (PubMed:24940000, PubMed:25956029). Binds to the VEGFA promoter, promoting VEGFA production and subsequent sprouting angiogenesis (PubMed:24940000, PubMed:25956029). Regulator of somatic reprogramming, controls self-renewal of embryonic stem cells (By similarity). Functions with TAF6L to activate target gene expression through RNA polymerase II pause release (By similarity). Positively regulates transcription of HNRNPA1, HNRNPA2 and PTBP1 which in turn regulate splicing of pyruvate kinase PKM by binding repressively to sequences flanking PKM exon 9, inhibiting exon 9 inclusion and resulting in exon 10 inclusion and production of the PKM M2 isoform (PubMed:20010808)	Nucleus, nucleoplasm
