# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P29846	uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	uniprotkb:A7YCU9|intact:EBI-909718|uniprotkb:P29846	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:polg_hcvtw(display_short)|psi-mi:Genome polyprotein(display_long)|MINT:NS3(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Pan RY. et al.(2010)	intact:EBI-7640932|mint:d-09-01943|doi:10.1016/j.febslet.2009.11.090|mint:MINT-7306462|mint:MINT-7306460|pubmed:19958771|imex:IM-15565	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	taxid:31645(hcvtw)|taxid:31645("Hepatitis C virus genotype 1b (isolate Taiwan) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-7640950|mint:MINT-7306465|imex:IM-15565-1	intact-miscore:0.4
uniprotkb:Q9WMX2-PRO_0000037548	uniprotkb:Q9UJF2	intact:EBI-6863741|uniprotkb:Q9WMX2-PRO_0000037548	uniprotkb:O95174|uniprotkb:Q5TFU9|uniprotkb:F8W755|uniprotkb:Q2TB22|ensembl:ENSP00000420558.1|intact:EBI-359444|uniprotkb:Q9UJF2	psi-mi:q9wmx2-pro_0000037548(display_short)|psi-mi:Serine protease/helicase NS3(display_long)	psi-mi:ngap_human(display_short)|psi-mi:Ras GTPase-activating protein nGAP(display_long)|uniprotkb:RASAL2(gene name)|uniprotkb:RAS protein activator-like 2(gene name synonym)|uniprotkb:NGAP(gene name synonym)	psi-mi:"MI:0096"(pull down)	de Chassey B. et al.(2008)	intact:EBI-8874074|pubmed:18985028|imex:IM-25957	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9051145|imex:IM-25957-203	intact-miscore:0.51
uniprotkb:Q9P0L0	uniprotkb:Q03463-PRO_0000278740	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	intact:EBI-8803426|uniprotkb:Q03463-PRO_0000278740	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)|HPIDb:VAPA(author assigned name)	psi-mi:q03463-pro_0000278740(display_short)|psi-mi:Non-structural protein 5A(display_long)|HPIDb:NS5a(author assigned name)	psi-mi:"MI:0663"(confocal microscopy)	Hamamoto I. et al.(2005)	intact:EBI-8803403|pubmed:16227268|imex:IM-25835	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-8803502|imex:IM-25835-11	intact-miscore:0.67
uniprotkb:Q9P0L0	uniprotkb:Q03463-PRO_0000278740	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	intact:EBI-8803426|uniprotkb:Q03463-PRO_0000278740	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)	psi-mi:q03463-pro_0000278740(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kukihara H. et al.(2009)	intact:EBI-9250841|pubmed:19515777|imex:IM-25931	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9250902|imex:IM-25931-5	intact-miscore:0.67
uniprotkb:Q03463-PRO_0000278741	uniprotkb:Q9P0L0	uniprotkb:Q03463-PRO_0000278741|intact:EBI-8803474	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	psi-mi:q03463-pro_0000278741(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kukihara H. et al.(2009)	intact:EBI-9250841|pubmed:19515777|imex:IM-25931	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9250947|imex:IM-25931-13	intact-miscore:0.59
uniprotkb:Q03463-PRO_0000278741	uniprotkb:Q9P0L0	uniprotkb:Q03463-PRO_0000278741|intact:EBI-8803474	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	psi-mi:q03463-pro_0000278741(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kukihara H. et al.(2009)	intact:EBI-9250841|pubmed:19515777|imex:IM-25931	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9250955|imex:IM-25931-15	intact-miscore:0.59
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q9Y3I0	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q6IAI0|uniprotkb:Q9BWL4|uniprotkb:Q9NTH1|uniprotkb:Q9P037|uniprotkb:Q9P0J3|ensembl:ENSP00000216038.5|uniprotkb:B2R6A8|intact:EBI-4399544|intact:EBI-2107208|uniprotkb:Q9Y3I0	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:rtcb_human(display_short)|psi-mi:RNA-splicing ligase RtcB homolog(display_long)|uniprotkb:RTCB(gene name)|uniprotkb:HSPC117(orf name)|uniprotkb:C22orf28(gene name synonym)|uniprotkb:3'-phosphate/5'-hydroxy nucleic acid ligase(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513187|imex:IM-26663-41	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037547	uniprotkb:O43504	intact:EBI-9028527|uniprotkb:Q9WMX2-PRO_0000037547	uniprotkb:Q6IBD8|ensembl:ENSP00000473439.1|intact:EBI-10173304|uniprotkb:A0A0C4DGV4|intact:EBI-713382|uniprotkb:O43504	psi-mi:q9wmx2-pro_0000037547(display_short)|psi-mi:Protease NS2(display_long)	psi-mi:ltor5_human(display_short)|psi-mi:Ragulator complex protein LAMTOR5(display_long)|uniprotkb:LAMTOR5(gene name)|uniprotkb:XIP(gene name synonym)|uniprotkb:Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5(gene name synonym)|uniprotkb:Hepatitis B virus X-interacting protein(gene name synonym)|uniprotkb:HBXIP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513238|imex:IM-26663-1	intact-miscore:0.5
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9HB71	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:O60666|uniprotkb:B2ZWH2|uniprotkb:Q5R371|uniprotkb:B3KSF1|uniprotkb:Q5R370|intact:EBI-21351010|ensembl:ENSP00000356652.2|intact:EBI-1047302|uniprotkb:Q9HB71	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:cybp_human(display_short)|psi-mi:Calcyclin-binding protein(display_long)|uniprotkb:CACYBP(gene name)|uniprotkb:PNAS-107(orf name)|uniprotkb:SIP(gene name synonym)|uniprotkb:S100A6BP(gene name synonym)|uniprotkb:S100A6-binding protein(gene name synonym)|uniprotkb:Siah-interacting protein(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513489|imex:IM-26663-43	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037552	uniprotkb:Q9BQG0	intact:EBI-9005440|uniprotkb:Q9WMX2-PRO_0000037552	intact:EBI-2559619|uniprotkb:Q86VM3|uniprotkb:Q9BW49|uniprotkb:Q9P0V5|uniprotkb:Q9UF99|ensembl:ENSP00000254718.4|intact:EBI-676973|uniprotkb:Q9BQG0	psi-mi:q9wmx2-pro_0000037552(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)	psi-mi:mbb1a_human(display_short)|psi-mi:Myb-binding protein 1A(display_long)|uniprotkb:MYBBP1A(gene name)|uniprotkb:P160(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513489|imex:IM-26663-43	intact-miscore:0.35
uniprotkb:O43504	uniprotkb:Q9WMX2-PRO_0000037547	uniprotkb:Q6IBD8|ensembl:ENSP00000473439.1|intact:EBI-10173304|uniprotkb:A0A0C4DGV4|intact:EBI-713382|uniprotkb:O43504	intact:EBI-9028527|uniprotkb:Q9WMX2-PRO_0000037547	psi-mi:ltor5_human(display_short)|psi-mi:Ragulator complex protein LAMTOR5(display_long)|uniprotkb:LAMTOR5(gene name)|uniprotkb:XIP(gene name synonym)|uniprotkb:Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5(gene name synonym)|uniprotkb:Hepatitis B virus X-interacting protein(gene name synonym)|uniprotkb:HBXIP(gene name synonym)	psi-mi:q9wmx2-pro_0000037547(display_short)|psi-mi:Protease NS2(display_long)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11515658|imex:IM-26663-39	intact-miscore:0.5
uniprotkb:Q9WMX2-PRO_0000037548	uniprotkb:Q6P2H3	intact:EBI-6863741|uniprotkb:Q9WMX2-PRO_0000037548	uniprotkb:Q5VY68|uniprotkb:Q9H828|uniprotkb:Q9H6Q1|uniprotkb:Q5VY70|uniprotkb:Q9UF52|uniprotkb:D3DPK4|uniprotkb:B4DRL1|uniprotkb:F8W7K4|ensembl:ENSP00000252992.4|intact:EBI-2808308|uniprotkb:Q6P2H3	psi-mi:q9wmx2-pro_0000037548(display_short)|psi-mi:Serine protease/helicase NS3(display_long)	psi-mi:cep85_human(display_short)|psi-mi:Centrosomal protein of 85 kDa(display_long)|uniprotkb:CEP85(gene name)|uniprotkb:Coiled-coil domain-containing protein 21(gene name synonym)|uniprotkb:CCDC21(gene name synonym)	psi-mi:"MI:0096"(pull down)	de Chassey B. et al.(2008)	intact:EBI-8874074|pubmed:18985028|imex:IM-25957	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9051105|imex:IM-25957-41	intact-miscore:0.51
uniprotkb:Q9HAU4	uniprotkb:Q9WMX2-PRO_0000037548	uniprotkb:Q52LL1|uniprotkb:Q9H260|ensembl:ENSP00000262435.9|intact:EBI-396727|uniprotkb:Q9HAU4	intact:EBI-6863741|uniprotkb:Q9WMX2-PRO_0000037548	psi-mi:smuf2_human(display_short)|psi-mi:E3 ubiquitin-protein ligase SMURF2(display_long)|uniprotkb:Smurf2(gene name)|uniprotkb:HECT-type E3 ubiquitin transferase SMURF2(gene name synonym)|uniprotkb:SMAD-specific E3 ubiquitin-protein ligase 2(gene name synonym)|uniprotkb:SMAD ubiquitination regulatory factor 2(gene name synonym)	psi-mi:q9wmx2-pro_0000037548(display_short)|psi-mi:Serine protease/helicase NS3(display_long)	psi-mi:"MI:0096"(pull down)	de Chassey B. et al.(2008)	intact:EBI-8874074|pubmed:18985028|imex:IM-25957	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9051153|imex:IM-25957-483	intact-miscore:0.51
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q9H8S9	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q53S34|uniprotkb:Q9H3T5|uniprotkb:Q9HAI0|uniprotkb:Q9NVE2|ensembl:ENSP00000379364.3|intact:EBI-748229|uniprotkb:Q9H8S9	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:mob1a_human(display_short)|psi-mi:MOB kinase activator 1A(display_long)|uniprotkb:MOB1A(gene name)|uniprotkb:Mps one binder kinase activator-like 1B(gene name synonym)|uniprotkb:Mob1 homolog 1B(gene name synonym)|uniprotkb:Mob1 alpha(gene name synonym)|uniprotkb:MOBKL1B(gene name synonym)|uniprotkb:MOBK1B(gene name synonym)|uniprotkb:MOB4B(gene name synonym)|uniprotkb:C2orf6(gene name synonym)	psi-mi:"MI:0096"(pull down)	de Chassey B. et al.(2008)	intact:EBI-8874074|pubmed:18985028|imex:IM-25957	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9051193|imex:IM-25957-301	intact-miscore:0.51
uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:Q86Y82	intact:EBI-8853273|uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:B1AJQ7|uniprotkb:O95564|ensembl:ENSP00000363054.4|intact:EBI-2691717|uniprotkb:Q86Y82	psi-mi:q9wmx2-pro_0000037550(display_short)|psi-mi:Non-structural protein 4B(display_long)|HPIDb:NS4B(author assigned name)	psi-mi:stx12_human(display_short)|psi-mi:Syntaxin-12(display_long)|uniprotkb:STX12(gene name)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Stone M. et al.(2007)	intact:EBI-8853248|pubmed:17301141|imex:IM-25879	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-9005424|imex:IM-25879-7	intact-miscore:0.35
uniprotkb:Q03463-PRO_0000278740	uniprotkb:Q9P0L0	intact:EBI-8803426|uniprotkb:Q03463-PRO_0000278740	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	psi-mi:q03463-pro_0000278740(display_short)|psi-mi:Non-structural protein 5A(display_long)|HPIDb:NS5a(author assigned name)	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)|HPIDb:VAPA(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hamamoto I. et al.(2005)	intact:EBI-8803403|pubmed:16227268|imex:IM-25835	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-8803450|imex:IM-25835-7	intact-miscore:0.67
uniprotkb:Q9P0L0	uniprotkb:Q03463-PRO_0000278741	uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|intact:EBI-2556404|uniprotkb:A6NDZ0|intact:EBI-2512000|uniprotkb:D3DUI3|ensembl:ENSP00000382880.3|intact:EBI-1059156|uniprotkb:Q9P0L0	uniprotkb:Q03463-PRO_0000278741|intact:EBI-8803474	psi-mi:vapa_human(display_short)|psi-mi:Vesicle-associated membrane protein-associated protein A(display_long)|uniprotkb:VAPA(gene name)|uniprotkb:33 kDa VAMP-associated protein(gene name synonym)|uniprotkb:VAP33(gene name synonym)|HPIDb:VAPA(author assigned name)	psi-mi:q03463-pro_0000278741(display_short)|psi-mi:RNA-directed RNA polymerase(display_long)|HPIDb:NS5B(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Hamamoto I. et al.(2005)	intact:EBI-8803403|pubmed:16227268|imex:IM-25835	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:421877(hcvj1)|taxid:421877("Hepatitis C virus genotype 1b (isolate HC-J1) (HCV)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-8803484|imex:IM-25835-21	intact-miscore:0.59
uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:P28288	intact:EBI-6863754|uniprotkb:Q9WMX2-PRO_0000037541	uniprotkb:Q15271|uniprotkb:Q9H529|uniprotkb:Q6NUN5|uniprotkb:Q96DA3|uniprotkb:D3DT46|ensembl:ENSP00000359233.4|intact:EBI-80992|uniprotkb:P28288	psi-mi:q9wmx2-pro_0000037541(display_short)|psi-mi:Core protein precursor(display_long)	psi-mi:abcd3_human(display_short)|psi-mi:ATP-binding cassette sub-family D member 3(display_long)|uniprotkb:ABCD3(gene name)|uniprotkb:70 kDa peroxisomal membrane protein(gene name synonym)|uniprotkb:PXMP1(gene name synonym)|uniprotkb:PMP70(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513187|imex:IM-26663-41	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:Q12905	intact:EBI-8853273|uniprotkb:Q9WMX2-PRO_0000037550	uniprotkb:A6NDB0|uniprotkb:Q5SR10|uniprotkb:Q5SR11|uniprotkb:Q7L7R3|uniprotkb:Q9BWD4|uniprotkb:Q9P1N0|uniprotkb:B2R8G7|ensembl:ENSP00000355011.4|intact:EBI-357925|uniprotkb:Q12905	psi-mi:q9wmx2-pro_0000037550(display_short)|psi-mi:Non-structural protein 4B(display_long)	psi-mi:ilf2_human(display_short)|psi-mi:Interleukin enhancer-binding factor 2(display_long)|uniprotkb:ILF2(gene name)|uniprotkb:Nuclear factor of activated T-cells 45 kDa(gene name synonym)|uniprotkb:NF45(gene name synonym)|uniprotkb:PRO3063(orf name)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513452|imex:IM-26663-23	intact-miscore:0.35
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q9H7B4	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q86TL8|uniprotkb:Q8N5Z6|uniprotkb:Q96AI5|uniprotkb:B1AN38|uniprotkb:A8K0P0|ensembl:ENSP00000419184.2|intact:EBI-347919|uniprotkb:Q9H7B4	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:smyd3_human(display_short)|psi-mi:Histone-lysine N-methyltransferase SMYD3(display_long)|uniprotkb:SMYD3(gene name)|uniprotkb:SET and MYND domain-containing protein 3(gene name synonym)|uniprotkb:Zinc finger MYND domain-containing protein 1(gene name synonym)|uniprotkb:ZNFN3A1(gene name synonym)|uniprotkb:ZMYND1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513460|imex:IM-26663-3	intact-miscore:0.55
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q14318	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q53GU3|uniprotkb:Q7Z349|uniprotkb:Q86YK6|uniprotkb:C8C9T5|ensembl:ENSP00000222308.4|ensembl:ENSP00000472302.1|intact:EBI-724839|uniprotkb:Q14318	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:fkbp8_human(display_short)|psi-mi:Peptidyl-prolyl cis-trans isomerase FKBP8(display_long)|uniprotkb:FKBP8(gene name)|uniprotkb:Rotamase(gene name synonym)|uniprotkb:FKBP38(gene name synonym)|uniprotkb:FKBPR38(gene name synonym)|uniprotkb:38 kDa FK506-binding protein(gene name synonym)|uniprotkb:FK506-binding protein 8(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513460|imex:IM-26663-3	intact-miscore:0.8
uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:Q9UNF1	intact:EBI-6863748|uniprotkb:Q9WMX2-PRO_0000037551	uniprotkb:O76058|uniprotkb:Q5BJF3|uniprotkb:Q8NAL6|uniprotkb:Q9H218|uniprotkb:Q9P0U9|uniprotkb:A6NMX0|uniprotkb:Q9UM52|intact:EBI-21354087|ensembl:ENSP00000218439.4|ensembl:ENSP00000364193.2|ensembl:ENSP00000364198.1|ensembl:ENSP00000364209.1|ensembl:ENSP00000379526.1|intact:EBI-725832|uniprotkb:Q9UNF1	psi-mi:q9wmx2-pro_0000037551(display_short)|psi-mi:Non-structural protein 5A(display_long)	psi-mi:magd2_human(display_short)|psi-mi:Melanoma-associated antigen D2(display_long)|uniprotkb:MAGED2(gene name)|uniprotkb:BCG1(gene name synonym)|uniprotkb:Hepatocellular carcinoma-associated protein JCL-1(gene name synonym)|uniprotkb:11B6(gene name synonym)|uniprotkb:Breast cancer-associated gene 1 protein(gene name synonym)|uniprotkb:MAGE-D2 antigen(gene name synonym)	psi-mi:"MI:0096"(pull down)	Germain MA. et al.(2014)	intact:EBI-11513168|pubmed:24169621|imex:IM-26663	taxid:333284(hcvco)|taxid:333284("Hepatitis C virus genotype 1b (isolate Con1) (HCV)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11513460|imex:IM-26663-3	intact-miscore:0.35
